domain,dns_resolves,ip_address,https_works,http_works,status_code,title,final_url,error
calicuturban.bank.in,True,3.108.138.23,True,False,200,The Calicut Co-Operative Urban Bank Ltd.,https://calicuturban.bank.in/,
campaign.axis.bank.in,False,,False,False,,,,
campaigns.icici.bank.in,True,13.32.241.16,True,False,403,,https://campaigns.icici.bank.in/,
campaignweb.yes.bank.in,True,23.49.248.40,False,False,0,,,TimeoutError: The read operation timed out
campaignweb.yesuat.bank.in,True,23.49.248.40,False,False,0,,,TimeoutError: The read operation timed out
canarites.canarabank.bank.in,True,103.122.53.22,True,False,403,,https://canarites.canarabank.bank.in/,
canariteslearning.canarabank.bank.in,True,129.159.235.16,True,False,200,CanDLE | Virtual Learning &amp; eLibrary,https://canariteslearning.canarabank.bank.in/,
caprodweb.canarabank.bank.in,True,103.122.53.29,False,False,0,,,URLError: <urlopen error timed out>
cards.airtelpayments.bank.in,True,172.65.90.8,True,False,403,,https://cards.airtelpayments.bank.in/,
careerbook.federal.bank.in,True,20.204.174.184,True,False,200,Career Book : School Management System,https://careerbook.federal.bank.in/,
careers.icici.bank.in,True,203.189.92.171,True,False,200,,https://careers.icici.bank.in/CareerApplicant/Career/Home/,
careers.idfcfirst.bank.in,True,13.207.113.215,True,False,200,,https://careers.idfcfirst.bank.in/in/en,
careers.karurvysya.bank.in,True,45.223.136.53,True,False,200,Home,https://careers.karurvysya.bank.in/karurvysyabank/,
cbdc.canarabank.bank.in,True,103.122.53.171,False,False,0,,,URLError: <urlopen error timed out>
cbx1.yesuat.bank.in,False,,False,False,,,,
ccare.jsbnet.bank.in,True,117.239.43.50,True,False,200,Customer Complaint Management,https://ccare.jsbnet.bank.in/,
ccbkota.bank.in,False,,False,False,,,,
ccbljammu.bank.in,True,168.220.248.192,True,False,200,The Citizens&apos; Co-operative Bank Ltd. Jammu.,https://ccbljammu.bank.in/,
ccbrajkot.bank.in,True,195.35.22.14,True,False,200,Citizens Co-op bank Ltd. Rajkot,https://ccbrajkot.bank.in/,
ccm.axis.bank.in,True,36.255.29.128,True,False,200,,https://ccm.axis.bank.in/,
cconboarding.au.bank.in,True,104.18.6.127,True,False,403,,https://cconboarding.au.bank.in/,
ccservices.rbl.bank.in,True,23.206.172.18,True,False,200,IBM HTTP Server 8.5.5,https://ccservices.rbl.bank.in/,
ccurban.bank.in,True,103.160.170.14,True,False,200,Changanacherry Urban Co-operative Bank Ltd.,https://ccurban.bank.in/,
cdn-ua.bankofindia.bank.in,True,206.1.14.133,True,False,403,,https://cdn-ua.bankofindia.bank.in/,
cdn.nfc.axis.bank.in,False,,False,False,,,,
cdn.onlineyono.sbi.bank.in,True,13.32.241.33,True,False,403,,https://cdn.onlineyono.sbi.bank.in/,
cdn.shgb.bank.in,False,,False,False,,,,
cdnweb.onlineyono.sbi.bank.in,True,45.121.44.218,True,False,200,YONO SBI,https://cdnweb.onlineyono.sbi.bank.in/,
centetrade.centralbank.bank.in,False,,False,False,,,,
cfddealer.indusind.bank.in,True,159.60.131.186,True,False,200,,https://cfddealer.indusind.bank.in/ErrorPage/403.htm,
cgapex.bank.in,True,119.18.54.74,True,False,200,Welcome TO APEX BANK,https://cgapex.bank.in/,
cgb.bank.in,False,,False,False,,,,
cgrms.pnb.bank.in,True,103.109.224.183,True,False,200,CGRMS,https://cgrms.pnb.bank.in/,
chandrapurdccb.bank.in,False,,False,False,,,,
chat.rbl.bank.in,True,23.196.3.173,True,False,200,,https://chat.rbl.bank.in/,
chatbot-api.indusind.bank.in,True,159.60.131.186,True,False,200,Indusind VA,https://chatbot-api.indusind.bank.in/,
chatbot.bankofmaharashtra.bank.in,False,,False,False,,,,
chatbot.rbl.bank.in,True,23.34.59.32,True,False,200,RBL Cares,https://chatbot.rbl.bank.in/,
chatbotbanking.ujjivansfb.bank.in,True,13.202.134.209,True,False,403,,https://chatbotbanking.ujjivansfb.bank.in/,
chatbotpub.rbl.bank.in,True,23.34.59.32,True,False,200,RBL Cares,https://chatbotpub.rbl.bank.in/,
cherry.kotak.bank.in,True,104.18.16.8,True,False,200,Kotak Cherry: Your Mutual Fund Investment Buddy!,https://cherry.kotak.bank.in/,
